prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
574,Juan Jiménez Ruiz,"Calle Libertad #217, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9901,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
575,Teresa Coutiño Castellanos,"1ra Calle Norte #72, Col. San José",San José,Suchiapa,ALTO,0.9898,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
576,Francisco Miguel Ozuna Ruiz,"Calle Hidalgo #228, Col. Centro",Centro,Suchiapa,ALTO,0.9898,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
577,Enrique Vázquez Méndez,"Calle Matamoros #10, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9898,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
578,Beatriz Méndez Coutiño,"2da Calle Norte #236, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9896,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
579,Antonio Zenteno Castellanos,"Calle Morelos #54, Col. Centro",Centro,Suchiapa,ALTO,0.9895,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),8,True
580,Patricia López Zenteno,"2da Calle Norte #85, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9893,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
581,Manuel Flores Grajales,"Calle del Río #64, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.989,riesgo familiar ALTO (modelo); integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
582,Rafael Cruz Zenteno,"Avenida Emiliano Zapata #51, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.989,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
583,Alberto Flores Velázquez,"Calle Real #124, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.989,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
584,Roberto Torres Hernández,"3ra Calle Norte #136, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9889,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
585,Sofía Zenteno Chanona,"Calle 2 Sur #221, Col. Penipak",Penipak,Tuxtla Gutiérrez,ALTO,0.9887,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),9,True
586,Juan Gómez Chanona,"Calzada de las Etnias #105, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9883,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
587,Silvia Jiménez López,"Avenida de la Juventud #31, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9882,riesgo familiar ALTO (modelo); integrante embarazada,8,True
588,Adriana Martínez Gómez,"Calle Juárez #176, Col. Pacú",Pacú,Suchiapa,ALTO,0.9879,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
589,Carlos Vázquez Sánchez,"Calle Matamoros #52, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9879,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
590,Teresa Sofía Aguilar Zenteno,"Calle Central Oriente #17, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9878,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
591,Elena Aguilar García,"1ra Calle Norte #107, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9876,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
592,Manuel Aguilar Penagos,"Calle Libertad #239, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9875,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
593,Javier José Cruz Gutiérrez,"2da Calle Norte #274, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9873,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
594,Eduardo Javier Ovando Nucamendi,"Avenida 20 de Noviembre #262, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9873,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
595,Antonio Coutiño Castellanos,"Avenida 20 de Noviembre #231, Col. Pacú",Pacú,Suchiapa,ALTO,0.9872,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
596,Jesús Chanona Velázquez,"Boulevard Ángel Albino Corzo #260, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9872,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
597,Leticia Grajales Ruiz,"Calle Hidalgo #59, Col. Pacú",Pacú,Suchiapa,ALTO,0.9872,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
598,Margarita Adriana Espinosa Grajales,"Calle del Río #175, Col. San Roque",San Roque,Suchiapa,ALTO,0.9871,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
599,Juana Beatriz Chanona Velázquez,"Calle Juárez #97, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9871,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
600,Alejandra Zenteno Moreno,"Calle Morelos #148, Col. Pacú",Pacú,Suchiapa,ALTO,0.9871,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
601,María Cruz Domínguez,"2da Calle Norte #96, Col. San Roque",San Roque,Suchiapa,ALTO,0.9859,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
602,Elena Domínguez Chanona,"Calle Real #109, Col. Centro",Centro,Suchiapa,ALTO,0.9858,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
603,Guadalupe Morales García,"Calle Juárez #56, Col. Centro",Centro,Suchiapa,ALTO,0.9858,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
604,Ramón Sánchez Aguilar,"Calle Matamoros #31, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9854,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
605,Antonio Chanona Morales,"Calle Libertad #218, Col. San Roque",San Roque,Suchiapa,ALTO,0.9853,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),9,True
606,Elena González Gómez,"Calle Libertad #64, Col. Centro",Centro,Suchiapa,ALTO,0.9853,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
607,Patricia Torres Vázquez,"Calle Hidalgo #111, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9844,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),8,True
608,Jesús Carlos Vázquez Vázquez,"Calle Juárez #8, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9842,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,7,True
609,Sergio Domínguez Torres,"Calle 5 de Mayo #223, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9841,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
610,Elena Grajales Espinosa,"Calle Morelos #262, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9836,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
611,Lucía Coutiño Velázquez,"Calle Central Oriente #77, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9835,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
612,Guadalupe González Vázquez,"Calle del Río #107, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9835,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
613,Carmen Beatriz Velázquez Grajales,"Calle 5 de Mayo #57, Col. San José",San José,Suchiapa,ALTO,0.983,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
614,Alejandra Nucamendi Ramírez,"2da Calle Norte #261, Col. Pacú",Pacú,Suchiapa,ALTO,0.983,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
615,Antonio Aguilar Coutiño,"Calle Central Oriente #52, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9819,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),7,True
616,Enrique Antonio Penagos Martínez,"Calle Libertad #256, Col. San Roque",San Roque,Suchiapa,ALTO,0.9817,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
617,Martha Lucía Penagos García,"Avenida Central #64, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9813,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
618,Juana Hernández Jiménez,"Calle del Río #171, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.981,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
619,Margarita Domínguez Hernández,"Calle 1 Norte #219, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.981,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
620,Alberto Ruiz Chanona,"Boulevard Ángel Albino Corzo #66, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9808,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),9,True
621,Alejandra Ovando Méndez,"Calle Real #172, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9807,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
622,Margarita González Pérez,"Calle 2 Sur #228, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9798,riesgo familiar ALTO (modelo); integrante embarazada,8,True
623,Elena Méndez Sánchez,"Avenida Central #137, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9797,riesgo familiar ALTO (modelo); integrante embarazada; menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
624,Sergio Sergio Martínez López,"Calle Matamoros #272, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9797,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),9,True
625,Manuel Pérez García,"5a Avenida Sur #220, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9789,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
626,Leticia Gómez Hernández,"Calle Libertad #215, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9788,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
627,Alberto Óscar Castellanos Martínez,"Avenida Emiliano Zapata #90, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9787,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),8,True
628,Juan Hernández Ozuna,"Libramiento Norte #103, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9786,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
629,Silvia Castellanos Sánchez,"Calle Juárez #127, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9784,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
630,Roberto Coutiño Ozuna,"Calle 5 de Mayo #198, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9784,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,8,True
631,Lucía Jiménez Velázquez,"Calle Juárez #167, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9783,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),8,True
632,Antonio Ramírez Ozuna,"Calle Matamoros #241, Col. San Roque",San Roque,Suchiapa,ALTO,0.9779,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),7,True
633,Óscar Martínez Espinosa,"3ra Calle Norte #117, Col. San Roque",San Roque,Suchiapa,ALTO,0.9777,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
634,María Verónica Aguilar Martínez,"Calle Hidalgo #21, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9775,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
635,Pedro Gutiérrez Nucamendi,"Calle Hidalgo #1, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9772,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
636,Alberto Ozuna Ovando,"Calle del Río #115, Col. San José",San José,Suchiapa,ALTO,0.9769,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),9,True
637,Margarita Gómez Jiménez,"Calle Matamoros #121, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9768,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
638,Gabriela López Gutiérrez,"Calle del Río #42, Col. Pacú",Pacú,Suchiapa,ALTO,0.9768,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
639,Teresa Adriana Ruiz Ramírez,"Calle Juárez #269, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9768,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
640,Antonio Jiménez Flores,"Avenida Central #159, Col. Penipak",Penipak,Tuxtla Gutiérrez,ALTO,0.9767,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas,8,True
641,Sergio Velázquez Moreno,"Avenida de la Juventud #48, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9767,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
642,Silvia González Aguilar,"1ra Calle Norte #10, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9763,riesgo familiar ALTO (modelo); integrante embarazada,8,True
643,Juana Moreno Moreno,"Calle Allende #163, Col. Pacú",Pacú,Suchiapa,ALTO,0.976,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
644,Ramón Jiménez Penagos,"Calle 5 de Mayo #105, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.976,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,8,True
645,Adriana Sofía Moreno Chanona,"Calle del Río #164, Col. San José",San José,Suchiapa,ALTO,0.9759,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
646,Juan Morales Moreno,"5a Avenida Sur #56, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9759,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
647,Teresa Vázquez Grajales,"Calle Matamoros #41, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9759,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
648,Silvia Hernández Coutiño,"Avenida Emiliano Zapata #252, Col. Pacú",Pacú,Suchiapa,ALTO,0.9758,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
649,Pedro Penagos Aguilar,"1ra Calle Norte #64, Col. San José",San José,Suchiapa,ALTO,0.9757,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,7,True
650,Elena Moreno Ozuna,"Calle Morelos #79, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9754,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),8,True
651,Guadalupe Martínez Morales,"3ra Calle Norte #242, Col. Pacú",Pacú,Suchiapa,ALTO,0.9752,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
652,Lucía Leticia Jiménez Grajales,"Calle Hidalgo #275, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9751,riesgo familiar ALTO (modelo); integrante embarazada,8,True
653,Luis Hernández Ovando,"Calzada de las Etnias #150, Col. La Lomita",La Lomita,Tuxtla Gutiérrez,ALTO,0.9751,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),8,True
654,Manuel Penagos López,"Boulevard Ángel Albino Corzo #207, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9747,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
655,Óscar Antonio Moreno Martínez,"Calle 5 de Mayo #184, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9746,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),9,True
656,Adriana Leticia Sánchez Ruiz,"Calle Juárez #162, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9746,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),7,True
657,Leticia Grajales Grajales,"Calle 5 de Mayo #90, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9746,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
658,Luis Grajales Espinosa,"Calle Matamoros #242, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9745,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),8,True
659,Margarita Penagos Ozuna,"Avenida Emiliano Zapata #59, Col. San José",San José,Suchiapa,ALTO,0.9744,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
660,Rosa Ramírez Gutiérrez,"Calle Libertad #167, Col. Centro",Centro,Suchiapa,ALTO,0.9744,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),8,True
